question	category	word	correct_option	options
Fill the gaps:  To ______ means to come out into view or come forth. You might hope to ______ from an epic perming session looking like a beauty queen, but chances are it will just look like you got electrocuted.	hard	emerge	2	['external', 'diffuse', 'emerge', 'devise']
Fill the gaps:  Your ______ is your happiness and well being. Parents are usually in charge of their children's ______, making sure they're healthy, happy and well fed.	hard	welfare	0	['welfare', 'negate', 'pale', 'devise']
Fill the gaps:  Swimming and playing volleyball at the beach can make you tired and pleasantly wiped out, but long hours filling and emptying a wheelbarrow of dirt on a hot day brings ______, a far more draining kind of exhaustion.	hard	fatigue	2	['dreary', 'desist', 'fatigue', 'relic']
Fill the gaps:  If a person, place, or thing is energetic and active, then it's ______. When things are ______, there's a lot going on.	hard	dynamic	3	['tedious', 'compensate', 'futile', 'dynamic']
Fill the gaps:  To ______ something is to care for it deeply, to treasure it, like the way you ______ the time you spend with a favorite person you don't see often.	hard	cherish	1	['novel', 'cherish', 'refute', 'incentive']
Fill the gaps:  After a long summer in the pool and the bright sun, your favorite rainbow-colored beach swimsuit will probably end up ______ and faded. ______ means "having little color."	hard	pale	0	['pale', 'criteria', 'illusory', 'incline']
Fill the gaps:  If something is based on something that is not real, you can say it is ______. Tales of seeing Elvis and Big Foot eating together at McDonalds are probably based on an ______ experience.	hard	illusory	1	['dormant', 'illusory', 'procure', 'striking']
Fill the gaps:  Sticky or squishy mud (or food that's just about as appetizing) is ____. You'll want to wear your tall rubber boots if you're going to walk through the ____ on the way to the bus stop.	hard	slop	0	['slop', 'meticulous', 'blunt', 'confer']
Fill the gaps:  ______ means to pull back, retreat, or become faint or distant. Flood waters ______, as do glaciers, and even abstractions like "panic" and "hope." Think "receding hairline." (That means bald.)	hard	recede	3	['anomalous', 'negate', 'apathy', 'recede']
Fill the gaps:  A ______ is a belief that has no evidence in fact — a complete illusion. The cook at the hot dog stand who thinks he is the best chef in the world? That opinion is definitely a ______.	hard	delusion	1	['vanquish', 'delusion', 'striking', 'cozy']
Fill the gaps:  Someone who is ______ is clever and has good judgment. The kid running around with a bucket stuck on his head? Not so ______.	hard	astute	0	['astute', 'superfluous', 'waive', 'prevail']
Fill the gaps:  Use the adjective ______ to describe something that is similar to something else and can be compared to another.	hard	analogous	3	['meticulous', 'fragrant', 'entity', 'analogous']
Fill the gaps:  ______ is a formal way of saying "harmful." Anything ______ hurts, hinders, or puts a damper on something. ______ things do damage.	hard	detrimental	2	['relic', 'dissipate', 'detrimental', 'illusory']
Fill the gaps:  To ______ someone is to disturb them or make them jump. A ______ is sudden and jarring.	hard	jolt	2	['shred', 'secrete', 'jolt', 'framework']
Fill the gaps:  If you are ______ to the throne, that means you're next in line when the current royal has to step down. The ______ takes over when someone gives up a position or title or when something becomes outdated.	hard	successor	2	['instrumental', 'subsequent', 'successor', 'upheaval']
Fill the gaps:  ______ music involves just instruments — no singing. But you could also say that the conductor is ______ to — or a critical part of — an orchestra's success.	hard	instrumental	1	['adjacent', 'instrumental', 'apprehension', 'detrimental']
Fill the gaps:  To ______ means to add on, usually to the end of something. You might want to ______ a clause onto a contract if you feel something has been left unsaid in it.	hard	append	3	['plausible', 'desist', 'successor', 'append']
Fill the gaps:  To a vegetarian, the idea of eating a 52-ounce T-bone steak would seem ______ — absolutely absurd.	hard	preposterous	3	['scheme', 'diffuse', 'tenacious', 'preposterous']
Fill the gaps:  ______ is a verb that means to come together, to assemble, or to gather. At school dances, you may ______ with your friends, because you get nervous in front of kids you don't know very well.	hard	congregate	0	['congregate', 'hue', 'emerge', 'tedious']
Fill the gaps:  If you've got a rash or a persistent cough, you can call that an ______. Some other common ______s are allergies or chronic headaches. They can be a real pain. Literally.	hard	ailment	2	['novel', 'fragrant', 'ailment', 'subsume']
Fill the gaps:  To ______ is to be fruitful and multiply, by the usual routes of reproduction, or by spreading something around — like a rumor.	hard	propagate	1	['turbulent', 'propagate', 'analogous', 'discrete']
Fill the gaps:  If your mom wants you to mow the lawn but you don't feel like it, she might offer to treat you to ice cream after as an ______. An ______ is something that stimulates you to take action or work harder.	hard	incentive	0	['incentive', 'tenacious', 'incline', 'objective']
Fill the gaps:  Something ______ is intentionally false and meant to harm or deceive. That email message from the Sultan of Brunei offering you millions of dollars just might be ______.	hard	fraudulent	1	['paradox', 'fraudulent', 'diffuse', 'institute']
Fill the gaps:  Something that ______s varies or changes — it's the opposite of steady. Like the ups and downs of the stock market or the relationship status of a Hollywood starlet.	hard	fluctuate	1	['policy', 'fluctuate', 'enforce', 'profound']
Fill the gaps:  The time just after sunset, when the light is half-faded, but the world is not yet totally dark, is ______. If you are between two states, like asleep and awake, that can also be called a ______ moment.	hard	twilight	0	['twilight', 'vanquish', 'objective', 'perspective']
Fill the gaps:  If you leap tall buildings in a single bound for the Des Moines branch of your corporation, then your Metropolis ______ might be Superman. That means you and Superman do similar jobs, but in different locations.	hard	counterpart	3	['apparent', 'irrevocable', 'seek', 'counterpart']
Fill the gaps:  An ______ is an abnormality, a blip on the screen of life that doesn’t fit with the rest of the pattern. If you are a breeder of black dogs and one puppy comes out pink, that puppy is an ______.	hard	anomaly	2	['invoke', 'cozy', 'anomaly', 'generate']
Fill the gaps:  ______ means performed comprehensively and completely. When you recruit a new employee (or spouse), you undertake an ______ search for the best talent.	hard	exhaustive	0	['exhaustive', 'analogy', 'eradicate', 'analogous']
Fill the gaps:  ______ is an adjective that describes a bold and bright color, an intense feeling, or an image in your mind that is so clear you can almost touch it.	hard	vivid	2	['sheer', 'harness', 'vivid', 'turbulent']
Fill the gaps:  A ______ is a fragment from the past — one of Elvis's guitars, an ancient piece of pottery or even an outmoded way of thinking -– that remains behind. Your dad might love his old albums, but to you, they're just ______s.	hard	relic	2	['constrain', 'rugged', 'relic', 'turbulent']
Fill the gaps:  When you cut a design into a piece of wood or marble, you ______ it. Headstone engravers ______ people's names and the dates of their births and deaths into gravestones.	hard	carve	0	['carve', 'criteria', 'phase', 'probe']
Fill the gaps:  Let's say your friend wants to go to the movies and you don't want to. Your friend might try to ______ you by offering to buy you popcorn and a soda. ______ means to persuade with promises of something.	hard	entice	2	['drowsy', 'ensue', 'entice', 'irrevocable']
Fill the gaps:  To ______ is to disperse or fade away — as a bad smell will ______ (usually) if you wait long enough.	hard	dissipate	3	['perspective', 'policy', 'superfluous', 'dissipate']
Fill the gaps:  Something ______ requires all your effort and strength, like a hard workout at the gym or carrying a backpack full of heavy books.	hard	strenuous	3	['discrete', 'clumsy', 'perspective', 'strenuous']
Fill the gaps:  A ______ object is rounded — it isn't very pointy. A ______ comment is candid — it isn't very subtle. When we ______ things we make them less lively, sharp, or intense.	hard	blunt	3	['instrumental', 'dormant', 'slopping', 'blunt']
Fill the gaps:  When something is ______, it is required or must be done. In most states, it's ______ for kids to attend school (or an equivalent homeschool) from age six to seventeen.	hard	compulsory	1	['yield', 'compulsory', 'procure', 'constrain']
Fill the gaps:  Someone who is ______ pays extreme attention to detail. If that person is, say, your surgeon or your accountant, you'll definitely want them to be ______!	hard	meticulous	1	['deviate', 'meticulous', 'agile', 'perspective']
Fill the gaps:  To ______ is to be the complete and total winner, to overpower and overcome, whether in a contest, a race, or a war. It generally suggests a total trouncing, to the point of humiliation — or worse — for the loser.	hard	vanquish	0	['vanquish', 'cherish', 'fracture', 'ingenuity']
Fill the gaps:  When you think of the word ______, think of the rural country. This word can be given a positive or a negative spin depending on how you use it; a ______ inn, for example, might be quaint or it might be virtually uninhabitable.	hard	rustic	3	['delusion', 'core', 'stall', 'rustic']
Fill the gaps:  The adjective ______ describes someone with a friendly, easy personality. Your ______ friend might not understand how hard it is for shy people to speak in front of an audience.	hard	outgoing	1	['predominant', 'outgoing', 'arduous', 'prevalent']
Fill the gaps:  To ______ is to move or lead someone to action. A promise of a lollipop can ______ a toddler to do just about anything, even sit down and be polite to Aunt Edna. Older kids need something more substantial.	hard	induce	3	['mundane', 'tenacious', 'faint', 'induce']
Fill the gaps:  If something is fleeting or lasts a short time, it is ______. Your boss declared the company's restructuring to be ______, and promised that the company would emerge stronger and better than ever.	hard	transitory	0	['transitory', 'intervene', 'instrumental', 'intersperse']
Fill the gaps:  An ordinary, unexciting thing can be called ______: "Superman hid his heroic feats by posing as his ______ alter ego, Clark Kent."	hard	mundane	0	['mundane', 'blatant', 'undermine', 'pursue']
Fill the gaps:  To ______ with someone is to try to convince them to see it your way. Your kids may ______ with you to let them go on the super-huge outrageous roller coaster built in 1968, but you know better.	hard	plead	0	['plead', 'jagged', 'induce', 'elude']
Fill the gaps:  ______ means secret or hidden. Soldiers might take part in a ______ mission to infiltrate an enemy camp — and you might take part in a ______ mission to steal your brother's leftover Halloween candy.	hard	covert	0	['covert', 'recede', 'cherish', 'viable']
Fill the gaps:  To ______ someone is to amaze, baffle, bewilder, dumbfound, flummox, mystify, or puzzle them. ______ makes things harder to understand.	hard	perplex	3	['incline', 'scores', 'successor', 'perplex']
Fill the gaps:  ______ is all about secrets. It means both "to hide" and "to release." When you squeeze a lemon, it ______s juice. When you stuff your money in a mattress, you ______ it there.	hard	secrete	1	['preposterous', 'secrete', 'apprehension', 'diverse']
Fill the gaps:  To ______ is to endeavor, reach, or strain for something above or beyond. We ______ for self-improvement, a better world, or success in general.	hard	strive	0	['strive', 'capacity', 'scores', 'jolt']
Fill the gaps:  If something is ______, it's boring. If you're anxious to get outside and enjoy the sun, even the best lecture will seem ______.	hard	tedious	2	['entity', 'twilight', 'tedious', 'undermine']
Fill the gaps:  A ______ is the place where a body is buried. Usually, a ______ is dug in the ground, and a stone with information about the deceased person marks its location.	hard	grave	2	['striking', 'obsolete', 'grave', 'cozy']
Fill the gaps:  To ______ is to overstep your bounds, to take over space or rights that belong to another, like your brother whose mess always ______es on your side of the room you share.	hard	encroach	0	['encroach', 'capacity', 'derive', 'turbulent']
Fill the gaps:  If you ______ something, you investigate it thoroughly.  If you go into business with someone, you might ______ her finances to make sure that she has a good track record.	hard	probe	2	['remnant', 'detrimental', 'probe', 'grant']
Fill the gaps:  If you're on a diet but eat one tiny piece of chocolate, it might start an ______ slide into bad eating. Describe something as ______ if it cannot be undone or taken back.	hard	irrevocable	2	['encroach', 'discrete', 'irrevocable', 'mundane']
Fill the gaps:  High school graduation is a ______ moment in most people's lives — an important point that signifies a shift in direction.	hard	pivotal	2	['perceive', 'dormant', 'pivotal', 'compensate']
Fill the gaps:  Drive through a forest that's just been destroyed by a fire, and you'll get an idea of what ______ means — stripped of vegetation and devoid of life.	hard	barren	0	['barren', 'derive', 'jolt', 'astute']
Fill the gaps:  ______ is fear or anxiety about something, like the ______ you feel about an upcoming test. ______ is also the capture of a criminal. Finally, ______ can mean one's understanding of an idea.	hard	apprehension	0	['apprehension', 'paradox', 'recede', 'potent']
Fill the gaps:  ______ is the ability to think creatively about a situation or to solve problems in a clever way. If you want to build a boat out of toothpicks and yarn, you’ll need a lot of ______.	hard	ingenuity	2	['agile', 'superfluous', 'ingenuity', 'serene']
Fill the gaps:  When there's a ______, everyone agrees on something. If you're going to a movie with friends, you need to reach a ______ about which movie everyone wants to see.	hard	consensus	2	['ailment', 'commit', 'consensus', 'brisk']
Fill the gaps:  A ______ is something that's left over, once the rest is used up. If you plan to sew a shirt using only a ______, it might have to be a midriff shirt.	hard	remnant	1	['welfare', 'remnant', 'secrete', 'diffuse']
Fill the gaps:  To ______ is to give up one's right to do something. If you ______ your right to help name your family's new puppy, you can't complain if he ends up being called "Mr. Tinkerbell Sweetheart Lovey-Face."	hard	waive	2	['yield', 'agile', 'waive', 'area']
Fill the gaps:  Use the adjective ______ for something that is out of date. As the Rolling Stones song "Out of Time" goes, "You're ______, my baby, my poor old-fashioned baby."	hard	obsolete	3	['counterpart', 'jolt', 'brisk', 'obsolete']
Fill the gaps:  If something is so new and original that it's never been seen, used or even thought of before, call it ______. The noun ______ describes a book-length work of fiction.	hard	novel	3	['desist', 'criteria', 'liable', 'novel']
Fill the gaps:  The word ______ describes a belief about the future. Your ______ on the awful present situation might make your ______ for the future turn grim.	hard	outlook	2	['transitory', 'carve', 'outlook', 'incentive']
Fill the gaps:  When you ______, you combine two or more things to create something more complex. It's becoming more common for doctors these days to ______ Eastern and Western approaches to medicine.	hard	synthesize	1	['ominous', 'synthesize', 'propagate', 'profound']
Fill the gaps:  ______ means really strong, but not like a body builder. Use ______ instead to describe things like intense smells, powerful magic potions, and very influential people.	hard	potent	3	['endorse', 'institute', 'incentive', 'potent']
Fill the gaps:  When something is so unnecessary that it could easily be done away with, like a fifth wheel on a car or a fifth person on a double date, call it ______.	hard	superfluous	2	['hue', 'institute', 'superfluous', 'principle']
Fill the gaps:  A ______ is a set of straps that are put on a horse so it can be hitched to a wagon or a carriage. The ______ distributes the effort across larger sections of the horse's body.	hard	harness	1	['plead', 'harness', 'rugged', 'recede']
Fill the gaps:  To ______ something is to get rid of it, to destroy it, and to kiss it goodbye.	hard	eradicate	2	['plead', 'subsume', 'eradicate', 'core']
Fill the gaps:  ______ is an adjective that describes the feeling of being bored with what’s going on around you.  If you don’t care one way or another, you’re ______.	hard	apathetic	3	['irrevocable', 'comprise', 'analogous', 'apathetic']
Fill the gaps:  Think of something hard breaking in a crisp, snapping manner, and you've just imagined a ______. The word is most often applied to a broken bone, but it can used to describe any sharp, sudden break of something solid.	hard	fracture	0	['fracture', 'strive', 'conspicuous', 'rugged']
Fill the gaps:  To ______ is to give support to someone or something. "I ______ this!" means "I think this is a good thing, and so should you."	hard	endorse	0	['endorse', 'apathy', 'anomalous', 'diverse']
Fill the gaps:  Choose the adjective ______ to describe someone who is calm and untroubled. If you tell someone horrible news and they remain ______, you might wonder if they heard you!	hard	serene	2	['proliferate', 'agile', 'serene', 'plausible']
Fill the gaps:  When something fails to deliver a useful result, you can call it ______. Hopefully all the time you're spending studying vocabulary won't turn out to be ______!	hard	futile	0	['futile', 'negate', 'jagged', 'amend']
Fill the gaps:  If something is ______, then you can do it without too much difficulty. When someone asks "Is it ______?" the person is asking if you'll be able to get something done.	hard	feasible	1	['arduous', 'feasible', 'vivid', 'congregate']
Fill the gaps:  When you ______ something, you correct or improve it. If you confused your audience when you gave your speech, don't be afraid to ______ what you said.	hard	amend	0	['amend', 'generate', 'remnant', 'constrain']
Fill the gaps:  To ______ is to figure out a plan. Men twirling long mustaches might ______ a plan to tie someone to the railroad tracks.	hard	devise	1	['medium', 'devise', 'thrive', 'analogy']
Fill the gaps:  Here's a mind-bender: "This statement is false." If you think it's true, then it must be false, but if you think it's false, it must be true. Now that's a ______!	hard	paradox	3	['seek', 'relic', 'consensus', 'paradox']
Fill the gaps:  ______ describes something so large it makes you say,  "Whoa!" You might have a ______ amount of homework, or see a ______ pyramid while vacationing in Egypt.	hard	colossal	1	['drowsy', 'colossal', 'confer', 'grave']
Fill the gaps:  Alert: shifting parts of speech! As a noun, a ______ is kind of financial agreement or deal. As an adjective, though, ______ describes something that borrows heavily from something else that came before it.	hard	derivative	3	['abstain', 'criteria', 'policy', 'derivative']
Fill the gaps:  Something that's ______ is farfetched or unlikely. If it's 3 pm and you still have to study for three exams and write an essay before midnight, it’s ______ that you’ll also have time to watch a movie.	hard	implausible	3	['incline', 'relic', 'grant', 'implausible']
Fill the gaps:  If something turns off course or is diverted, it ______s from the expected or the norm. Deviating from explicit recipe directions is never a good idea, unless you want inedible food or a kitchen fire.	hard	deviate	1	['potent', 'deviate', 'ominous', 'flee']
Fill the gaps:  You know you're driving through an ______ neighborhood when you see large houses, perfect landscaping, and expensive cars. Use ______ to describe wealthy people or areas.	hard	affluent	2	['congregate', 'grant', 'affluent', 'comprise']
Fill the gaps:  Something ______ grabs your attention because it’s vivid and surprising. Many twins have a ______ resemblance. People in red satin evening gowns, the pyramids in Egypt, and platform heels with fish in them are also ______.	hard	striking	0	['striking', 'potent', 'subsume', 'ominous']
Fill the gaps:  When something is ______, it has the ability to grow or function properly. A ______ seed can develop into a plant, while a ______ company has the resources to succeed.	hard	viable	0	['viable', 'exclude', 'deviate', 'anomalous']
Fill the gaps:  Someone ______ is a klutz. They're awkward, ungraceful, and walk like they have two left feet. Something hard to handle — like a huge box — is also ______.	hard	clumsy	2	['framework', 'valid', 'clumsy', 'pursue']
Fill the gaps:  Terrain that is broken and uneven is called ______. If you want an easy hike, you should stay away from the ______ coastline. That rocky shoreline is definitely for the more experienced hikers.	hard	rugged	2	['futile', 'barren', 'rugged', 'flee']
Fill the gaps:  ______ means small and often applies to portions. Your mother may only allow you a ______ serving of chocolate cake, and you may need to eat a ______ serving of veggies in order to deserve that dessert.	hard	meager	1	['invoke', 'meager', 'astute', 'confer']
Fill the gaps:  ______ is one of those delightful words that sounds like what it means: quick, lively, bracing, and refreshing. There's nothing like a ______ walk in the morning to get the blood flowing and the spirit ready for the day.	hard	brisk	3	['recede', 'sheer', 'congregate', 'brisk']
Fill the gaps:  When you need a word that's deeper than "deep," consider ______. A philosopher is likely to make many ______ pronouncements.	hard	profound	1	['prevail', 'profound', 'irrevocable', 'subsequent']
Fill the gaps:  To ______ is to call up something such as a law, a higher power, or even a ghost. In court, you might ______ the Fifth Amendment (the right not to say something that will make you look bad) if you don't want to talk.	hard	invoke	2	['exhaustive', 'negate', 'invoke', 'obsolete']
Fill the gaps:  That old dog was ______ for so long he was confused for a furry doormat, but a doormat is likely to stay ______, or inactive, because it is lifeless: that old dog has some life in him yet.	hard	dormant	1	['carve', 'dormant', 'grant', 'counterpart']
Fill the gaps:  ______ means chaotic, disordered, characterized by conflict. A time of war is a ______ time for a country. If your family moves and your parents get divorced, you might call that a ______ period in your history.	hard	turbulent	0	['turbulent', 'entity', 'drowsy', 'serene']
Fill the gaps:  When you ______ something, you scatter it with spaces in between, the way you ______ vegetable seeds along a row in a garden bed.	hard	intersperse	2	['aspect', 'tenacious', 'intersperse', 'novel']
Fill the gaps:  Use ______ to mean "not easily letting go or giving up," like a clingy child who has a ______ grip on his mother's hand.	hard	tenacious	0	['tenacious', 'thrive', 'predominant', 'subsequent']
Fill the gaps:  When you draw an ______ between two things, you compare them for the purpose of explanation. The movie character Forrest Gump made a silly ______ famous: "Life is like a box of chocolates."	hard	analogy	2	['derivative', 'subsume', 'analogy', 'entice']
Fill the gaps:  Something that's ______ is starting to fall apart. When your favorite sweater is getting ______, it's so worn that the sleeves are fraying.	hard	ragged	1	['innate', 'ragged', 'commit', 'feasible']
Fill the gaps:  When you ______, you're bringing out a response of some sort. A good comedian ______s a lot of laughs.	hard	elicit	2	['intersperse', 'alter', 'elicit', 'drowsy']
Fill the gaps:  ______ means to successfully persuade someone of something. If you were a Presidential advisor and you convinced him to make a National Day of Pet Appreciation, then you ______ed upon him to recognize pets.	hard	prevail	0	['prevail', 'rustic', 'transitory', 'successor']
Fill the gaps:  The adjective ______ describes being comfortable and warm, like when you feel ______ curled up on the couch under a soft blanket, in front of a roaring fire.	hard	cozy	2	['remnant', 'esteem', 'cozy', 'vivid']
Fill the gaps:  Something ______ has no courage or vigor. If you suddenly round the corner and see a gang of bullies staring straight at you, chances are you'll feel ______.	hard	faint	1	['viable', 'faint', 'negate', 'fasten']
Fill the gaps:  ______ means a violent or sudden change. You might talk about an ______ in government following an election where many incumbents are replaced.	hard	upheaval	2	['apprehension', 'prevalent', 'upheaval', 'devise']
Fill the gaps:  To ______ is to do well or flourish. If your new cookie delivery business ______s, you'll be rolling in dough — not literally, of course.	hard	thrive	1	['blunt', 'thrive', 'ominous', 'counterpart']
Fill the gaps:  On water skis she was ______ and made sharp turns and long arcs cutting through the water, but she was a lot less ______ on the snowboard, landing on her face and hands as she clunked down the slopes.	hard	agile	1	['capacity', 'agile', 'invoke', 'criteria']
Fill the gaps:  ______ means to stop or delay. If your car ______s, it comes to a stop. When you want a horse to stop, you put him in a ______, or small enclosure inside a barn.	hard	stall	0	['stall', 'blunt', 'integrate', 'plausible']
Fill the gaps:  Use the adjective ______ to describe an activity that takes a lot of effort. Writing all those college essays and filling out the applications is an ______ process!	hard	arduous	1	['induce', 'arduous', 'tedious', 'dissipate']
Fill the gaps:  ______ means sleepy and having low energy. When you’re sitting in the warm sunlight after a big lunch, and you’re so ______ you can’t keep your eyes open, it’s not the right time to try organizing your desk.	hard	drowsy	0	['drowsy', 'proliferate', 'constrain', 'jagged']
Fill the gaps:  If something is ______, it's reasonable or believable. Things that are ______ could easily happen. A woman becoming President is very ______. A giraffe becoming President is not.	hard	plausible	3	['ingenuity', 'jagged', 'apathetic', 'plausible']
Fill the gaps:  ______ means to spread out. Candlelight can ______ a soft glow throughout a room. A ______ idea is one that spreads from person to person, and a ______ speech is scattered and unclear.	hard	diffuse	0	['diffuse', 'grave', 'plausible', 'oblong']
Fill the gaps:  Some things should last forever and others should not be ______d at all. Things that should NOT be ______d? Ugly rumors, arms races, and your Aunt Martha's annual fruit cake.	hard	perpetuate	0	['perpetuate', 'rural', 'brisk', 'potent']
Fill the gaps:  Think of the word ____ as something in between. In clothing, we have small, ____, and large; in communications, it's what signals travel through from broadcast to receiver; and in spiritual terms, it’s a person who converses with the dead.	hard	medium	2	['pursue', 'vanquish', 'medium', 'strenuous']
Fill the gaps:  Green, orange, yellow, and blue — each of these is a ______, a color or a shade that's true. A rainbow shows the melting of one ______ into another, from red to violet, and all shades in between.	hard	hue	0	['hue', 'induce', 'invoke', 'novel']
Fill the gaps:  ______ means "relating to or characteristic of the country or the people who live there." If you move to a ______ area, you won't see a lot of skyscrapers or taxis — but you'll probably see a lot of trees.	hard	rural	1	['pursue', 'rural', 'esteem', 'perplex']
Fill the gaps:  Something that deviates from the norm is ______. Something ______ can be good, such as an exciting new direction in music or art. But that ______ly low score on your math test? Not so good.	hard	anomalous	2	['orient', 'elicit', 'anomalous', 'justify']
Fill the gaps:  When you ______ something, you close or attach it. You might ______ your coat, closing each snap, when the sun goes down and the air gets chilly.	hard	fasten	1	['shred', 'fasten', 'preposterous', 'fracture']
Fill the gaps:  If you drive into someone's fence, you’ll probably be held ______ — legally responsible — for fixing it. ______ can also mean “likely,” usually with something unpleasant: "If you don't brush your teeth, they're ______ to fall out."	hard	liable	3	['refute', 'fluctuate', 'exhaustive', 'liable']
Fill the gaps:  If something happens after something else, it will ______, meaning it will follow after or be the result. When a sneeze comes out, and he hears the "Achoo!," a "Bless you" or "Gesundheit" soon will ______.	hard	ensue	2	['derivative', 'carve', 'ensue', 'outgoing']
Fill the gaps:  If your curtains allow light to pass through, they're ______, or see-through. ______ can also describe something steep, like a cliff, or anything extreme, like ______ nerve.	hard	sheer	3	['rural', 'coordinate', 'compulsory', 'sheer']
Fill the gaps:  Something is ______ when it has an uneven edge or quality to it. Teeth can be ______, saw blades can be ______, and the edges of leaves can be ______.	hard	jagged	2	['congregate', 'proportion', 'jagged', 'relic']
Fill the gaps:  The verb ______ is to prove that something is wrong. When the kids you're babysitting swear they brushed their teeth, you can ______ their claim by presenting the dry toothbrushes.	hard	refute	2	['meticulous', 'propagate', 'refute', 'serene']
Fill the gaps:  _____ means "evade or escape," like the way you might _____ the other kids during a game of hide-and-seek. This word can also mean "to be hard to understand." No matter how hard you try, the finer points of quantum physics might _____ you.	hard	elude	0	['elude', 'emerge', 'futile', 'faint']
Fill the gaps:  Something ______ is common in a particular place at a particular time. ______ things are hard to avoid. When you see the word ______, think "It's everywhere!"	hard	prevalent	3	['subsume', 'diffuse', 'shred', 'prevalent']
Fill the gaps:  When something ______s, it's growing, spreading or multiplying really quickly. Bunny rabbits have a habit of proliferating, as do dandelions in untended gardens and funny YouTube videos on the internet.	hard	proliferate	2	['blunt', 'subsume', 'proliferate', 'coordinate']
Fill the gaps:  If you’re talking about the most popular or common thing, call it ______. If the ______ feeling in a neighborhood is that pizza is the best food, the result might be pizzerias being the ______ type of restaurant there.	hard	predominant	0	['predominant', 'relic', 'delusion', 'valid']
Fill the gaps:  Keep your eye on the adjective ______ for something that stands out so much you notice it right away — like that zit in the center of your friend's forehead.	hard	conspicuous	0	['conspicuous', 'subsume', 'diverse', 'dormant']
Fill the gaps:  Something that is ______ has a nice smell. What makes a smell nice is subjective, or course. You might find a bowl of dried lavender to be ______, but your dog might prefer a pile of horse poop.	hard	fragrant	0	['fragrant', 'pursue', 'prevail', 'negate']
Fill the gaps:  If a characteristic or ability is already present in a person or animal when they are born, it is ______. People have the ______ ability to speak whereas animals do not.	hard	innate	3	['subsume', 'exclude', 'ensue', 'innate']
Fill the gaps:  Something that slopes — that is, something that deviates from the straight horizontal or vertical — can be called an ______. If you like to walk up and down hills, you enjoy walking on ______s.	hard	incline	2	['plead', 'apparent', 'incline', 'exhaustive']
Fill the gaps:  You can use the verb ______ as a way to say "stop" or "cease." Instead of yelling "Cut it out!" the new neighbor asked the tween girls to ______ from playing any more loud, screeching music from that long-haired boy-band.	hard	desist	2	['intervene', 'consist', 'desist', 'underlying']
Fill the gaps:  Use the noun ______ when someone isn't interested in the important things that are happening. You might feel ______ for the political process after watching candidates bicker tediously with one another.	hard	apathy	2	['oversee', 'monitor', 'apathy', 'fasten']
Fill the gaps:  From the Latin "intervenire," meaning “to come between,” the verb ______ means just that: to get involved, to jump in the middle of something, to interfere.	hard	intervene	3	['turbulent', 'secrete', 'cherish', 'intervene']
Fill the gaps:  Use the word ______ to describe an event that causes great harm and misery, or a general state of distress or misery: the ______ of war.	hard	calamity	2	['external', 'ensue', 'calamity', 'comprise']
Fill the gaps:  A ______ place is isolated, away from other people. It's quiet, and there's not a lot going on.	hard	secluded	0	['secluded', 'dormant', 'counterpart', 'liable']
Fill the gaps:  When something ______s other things, it is made up of them or formed from them. The periodic table ______s 118 elements, because the whole ______s the parts.	hard	comprise	1	['intervene', 'comprise', 'discrete', 'fragrant']
Fill the gaps:  When you ______ something, you escape it. You could ______ a police chase by slipping into a secret alley, or you could ______ your mother's questions about the missing cookies by slipping into another topic.	hard	evade	2	['illusory', 'emerge', 'evade', 'desist']
Fill the gaps:  If you take a rectangle or a circle and stretch it out, you end up with an elongated shape called an ______.  If you stretch a circle until it becomes an oval, you've made it ______.	hard	oblong	1	['scheme', 'oblong', 'framework', 'remnant']
Fill the gaps:  When something is ______ it's depressing or lifeless in a rainy-day way. I finished my work, there was nothing on TV, and the rain just wouldn't stop: what a ______ day!	hard	dreary	0	['dreary', 'oblong', 'subsequent', 'aspect']
Fill the gaps:  ______ is all about respect and admiration. If you have high self-______, it means you like yourself. When you say, "My ______ed colleagues," you are saying you have nothing but the highest respect for them.	hard	esteem	2	['plausible', 'astute', 'esteem', 'seek']
Fill the gaps:  In prison movies, there's always a character who is able to ______ all sorts of contraband from the inside––magazines, cigarettes, special soap. If you ______ something, you get it or bring it about by special effort.	hard	procure	2	['tenacious', 'novel', 'procure', 'valid']
Fill the gaps:  If something looks or sounds ______, be careful: a threat or an unpleasant event is at hand. If you see an ______ frown on your boss's face, you're in trouble!	hard	ominous	2	['rural', 'eradicate', 'ominous', 'scheme']
Fill the gaps:  Something ______ is very obvious and offensive. Don't get caught in a ______ lie, because you won't be able to weasel your way out of it.	hard	blatant	2	['counterpart', 'ominous', 'blatant', 'proportion']
Fill the gaps:  To ______ literally means to dig a hole underneath something, making it likely to collapse. But we more often use the word to describe sabotage or the act of weakening someone else's efforts.	hard	undermine	2	['rugged', 'oversee', 'undermine', 'mundane']
Fill the gaps:  If something is ______, it delivers a feeling or experience from someone else. If your child becomes a big star, you might have a ______ experience of celebrity.	hard	vicarious	3	['deviate', 'blatant', 'valid', 'vicarious']
Fill the gaps:  ______ means close to or near something. You may consider the people up and down your street to be neighbors, but your next-door neighbor is the person who lives in the house or apartment ______ to yours.	hard	adjacent	1	['exhaustive', 'adjacent', 'waive', 'monitor']
Fill the gaps:  ______ has two meanings that seem quite different: "an amount" or "to give way." The ______ of the recipe was twelve brownies. To avoid being tripped, Mary was forced to ______ to the children on her way to the brownie plate.	hard	yield	2	['strive', 'cherish', 'yield', 'successor']
